Borough,Geographical  District,Admin District,ATS Code,Location Name,Grade Level,Building Code,Building Name,Address,Building Ownership Description,Room No,Area,Function,Is school co-located?,Inside v outside,Is the space shared by any other schools?,Space used for any other purpose beside PE
M,2,2,02M151,Yorkville Community School,Elementary,M066,Richard R Green Hs Of Teaching - M,421 East 88 Street,DOE Owned,301/302,1218,Gymnasium,false,Inside,false,false
M,2,2,02M151,Yorkville Community School,Elementary,M066,Richard R Green Hs Of Teaching - M,421 East 88 Street,DOE Owned,306,567,Dance Room,false,Inside,false,false
M,2,2,02M158,P.S. 158 Bayard Taylor,Elementary,M158,P.S. 158 - Manhattan,1458 York Avenue,DOE Owned,GYM2,2968,Gymnasium,true,Inside,true,false
M,2,2,02M158,P.S. 158 Bayard Taylor,Elementary,M158,P.S. 158 - Manhattan,1458 York Avenue,DOE Owned,Outdoor Yard 1,12991,Outdoor Yard,true,Outdoor,true,false
M,2,2,02M167,J.H.S. 167 Robert F. Wagner,Junior High-Intermediate-Middle,M167,I.S. 167 - Manhattan,220 East 76 Street,DOE Owned,B2,675,Gymnasium,false,Inside,false,false
M,2,2,02M167,J.H.S. 167 Robert F. Wagner,Junior High-Intermediate-Middle,M167,I.S. 167 - Manhattan,220 East 76 Street,DOE Owned,GYM,6976,Gymnasium,false,Inside,false,false
M,2,2,02M167,J.H.S. 167 Robert F. Wagner,Junior High-Intermediate-Middle,M167,I.S. 167 - Manhattan,220 East 76 Street,DOE Owned,Outdoor Yard 1,31029,Outdoor Yard,false,Outdoor,false,false
M,2,2,02M177,Yorkville East Middle School,Junior High-Intermediate-Middle,M158,P.S. 158 - Manhattan,1458 York Avenue,DOE Owned,GYM1,5734,Gymnasium,true,Inside,true,false
M,2,2,02M177,Yorkville East Middle School,Junior High-Intermediate-Middle,M158,P.S. 158 - Manhattan,1458 York Avenue,DOE Owned,GYM2,2968,Gymnasium,true,Inside,true,false
M,2,2,02M177,Yorkville East Middle School,Junior High-Intermediate-Middle,M158,P.S. 158 - Manhattan,1458 York Avenue,DOE Owned,Outdoor Yard 1,12991,Outdoor Yard,true,Outdoor,true,false
M,2,2,02M183,P.S. 183 Robert L. Stevenson,Elementary,M183,P.S. 183 - Manhattan,419 East 66 Street,DOE Owned,GYM,3422,Gymnasium,false,Inside,true,false
M,2,2,02M183,P.S. 183 Robert L. Stevenson,Elementary,M183,P.S. 183 - Manhattan,419 East 66 Street,DOE Owned,Outdoor Yard 1,12766,Outdoor Yard,false,Outdoor,false,false
M,5,5,02M183,P.S. 183 Robert L. Stevenson,Elementary,M390,P.S. 183 Gym - Manhattan,408 East 67Th Street,DOE Owned,GYM,3540,Gymnasium,false,Inside,true,false
M,2,2,02M198,P.S. 198 Isador E. Ida Straus,Elementary,M198,P.S. 198 - Manhattan,1700 3 Avenue,DOE Owned,GYM,3630,Gymnasium,true,Inside,true,false
M,2,2,02M198,P.S. 198 Isador E. Ida Straus,Elementary,M198,P.S. 198 - Manhattan,1700 3 Avenue,DOE Owned,Outdoor Yard 1,2710,Outdoor Yard,true,Outdoor,true,false
M,2,2,02M198,P.S. 198 Isador E. Ida Straus,Elementary,M198,P.S. 198 - Manhattan,1700 3 Avenue,DOE Owned,Outdoor Yard 2,3762,Outdoor Yard,true,Outdoor,true,false
M,2,2,02M212,P.S. 212 Midtown West,Elementary,M017,I.S. 17 - Manhattan,328 West 48 Street,DOE Owned,5A,2146,Dance Room,true,Inside,true,false
M,2,2,02M212,P.S. 212 Midtown West,Elementary,M017,I.S. 17 - Manhattan,328 West 48 Street,DOE Owned,5B,2166,Gymnasium,true,Inside,true,false
M,2,2,02M212,P.S. 212 Midtown West,Elementary,M017,I.S. 17 - Manhattan,328 West 48 Street,DOE Owned,Outdoor Yard 1,8034,Outdoor Yard,true,Outdoor,true,false
M,2,2,02M217,P.S./I.S. 217 Roosevelt Island,K-8,M271,P.S./I.S. 217 - Manhattan,645 Main Street,DOE Owned,008,575,Weight Room,false,Inside,false,false
M,2,2,02M217,P.S./I.S. 217 Roosevelt Island,K-8,M271,P.S./I.S. 217 - Manhattan,645 Main Street,DOE Owned,B40A,5130,Gymnasium,false,Inside,false,false
M,2,2,02M217,P.S./I.S. 217 Roosevelt Island,K-8,M271,P.S./I.S. 217 - Manhattan,645 Main Street,DOE Owned,Outdoor Yard 1,16816,Outdoor Yard,false,Outdoor,false,false
M,2,2,02M225,Ella Baker School,K-8,M480,Julia Richman Ed. Complex - M,317 East 67 Street,DOE Owned,268,875,Weight Room,true,Inside,true,false
M,2,2,02M225,Ella Baker School,K-8,M480,Julia Richman Ed. Complex - M,317 East 67 Street,DOE Owned,2FL GYM,7740,Gymnasium,true,Inside,true,false
M,2,2,02M225,Ella Baker School,K-8,M480,Julia Richman Ed. Complex - M,317 East 67 Street,DOE Owned,318,903,Dance Room,true,Inside,true,false
M,2,2,02M225,Ella Baker School,K-8,M480,Julia Richman Ed. Complex - M,317 East 67 Street,DOE Owned,3FL GYM,7740,Gymnasium,true,Inside,true,false
M,2,2,02M225,Ella Baker School,K-8,M480,Julia Richman Ed. Complex - M,317 East 67 Street,DOE Owned,505,836,Dance Room,true,Inside,true,false
M,2,2,02M225,Ella Baker School,K-8,M480,Julia Richman Ed. Complex - M,317 East 67 Street,DOE Owned,641,1104,Dance Room,true,Inside,true,false
M,2,2,02M225,Ella Baker School,K-8,M480,Julia Richman Ed. Complex - M,317 East 67 Street,DOE Owned,643,420,Dance Room,true,Inside,true,false
M,2,2,02M225,Ella Baker School,K-8,M480,Julia Richman Ed. Complex - M,317 East 67 Street,DOE Owned,BALCGYM,900,Gymnasium,true,Inside,true,false
M,2,2,02M225,Ella Baker School,K-8,M480,Julia Richman Ed. Complex - M,317 East 67 Street,DOE Owned,POOL,5135,Swimming Pool,true,Inside,true,false
M,2,2,02M234,P.S. 234 Independence School,Elementary,M234,P.S. 234 - Manhattan,292 Greenwich Street,DOE Owned,106,2494,Gymnasium,false,Inside,false,false
M,2,2,02M234,P.S. 234 Independence School,Elementary,M234,P.S. 234 - Manhattan,292 Greenwich Street,DOE Owned,Outdoor Yard 1,9978,Outdoor Yard,false,Outdoor,false,false
M,2,2,02M234,P.S. 234 Independence School,Elementary,M234,P.S. 234 - Manhattan,292 Greenwich Street,DOE Owned,Outdoor Yard 2,5949,Outdoor Yard,false,Outdoor,false,false
M,2,2,02M234,P.S. 234 Independence School,Elementary,M843,P.S. 234 Annex - Manhattan,200 Chambers Street,Tax Levy Lease,430,377,Dance Room,false,Inside,false,false
M,2,2,02M255,M.S. 255 Salk School of Science,Junior High-Intermediate-Middle,M040,P.S. 40 - Manhattan,319 East 19 Street,DOE Owned,1ST FL,4503,Gymnasium,true,Inside,true,false
M,2,2,02M255,M.S. 255 Salk School of Science,Junior High-Intermediate-Middle,M040,P.S. 40 - Manhattan,319 East 19 Street,DOE Owned,3 FL,2652,Gymnasium,true,Inside,true,false
M,3,3,03M334,The Anderson School,K-8,M044,I.S. 44 - Manhattan,100 West 77 Street,DOE Owned,GYM,6222,Gymnasium,true,Inside,true,false
M,2,2,02M255,M.S. 255 Salk School of Science,Junior High-Intermediate-Middle,M040,P.S. 40 - Manhattan,319 East 19 Street,DOE Owned,Outdoor Yard 1,7980,Outdoor Yard,true,Outdoor,true,false
M,2,2,02M260,M.S. 260 Clinton School Writers & Artists,Secondary School,M868,The Clinton School - Manhattan,10 East 15Th Street,DOE Owned,B6,6936,Gymnasium/Auditorium,false,Inside,false,true
M,2,2,02M267,"East Side Elementary School, PS 267",Elementary,M267,P.S. 59 - (Meeth) -Manhattan,213 East 63Rd Street,DOE Owned,503,561,Dance Room,false,Inside,false,false
M,2,2,02M267,"East Side Elementary School, PS 267",Elementary,M267,P.S. 59 - (Meeth) -Manhattan,213 East 63Rd Street,DOE Owned,602,3344,Gymnasium,false,Inside,false,false
M,2,2,02M267,"East Side Elementary School, PS 267",Elementary,M267,P.S. 59 - (Meeth) -Manhattan,213 East 63Rd Street,DOE Owned,Outdoor Yard 1,1382,Outdoor Yard,false,Outdoor,false,false
M,2,2,02M276,Battery Park City School,K-8,M276,P.S./I.S. 276 - Manhattan,55 Battery Place,Tax Levy Lease,108,5040,Gymnasium,true,Inside,true,false
M,2,2,02M276,Battery Park City School,K-8,M276,P.S./I.S. 276 - Manhattan,55 Battery Place,Tax Levy Lease,113,950,Dance Room,true,Inside,true,false
M,2,2,02M280,Manhattan Early College School for Advertising,High school,M520,Murry Bergtraum Hs (Ecf) - M,411 Pearl Street,DOE Owned,250,6882,Gymnasium/Auditorium/Cafeteria,true,Inside,true,true
M,2,2,02M280,Manhattan Early College School for Advertising,High school,M520,Murry Bergtraum Hs (Ecf) - M,411 Pearl Street,DOE Owned,GYM #1,5106,Gymnasium,true,Inside,true,false
M,2,2,02M280,Manhattan Early College School for Advertising,High school,M520,Murry Bergtraum Hs (Ecf) - M,411 Pearl Street,DOE Owned,GYM #2,11840,Gymnasium,true,Inside,true,false
M,2,2,02M281,The River School,Elementary,M281,P.S. 281 - Manhattan,425 East 35Th Street,DOE Owned,201,2832,Gymnasium,true,Inside,true,false
M,2,2,02M281,The River School,Elementary,M281,P.S. 281 - Manhattan,425 East 35Th Street,DOE Owned,403,5192,Gymnasium,true,Inside,true,false
M,2,2,02M281,The River School,Elementary,M281,P.S. 281 - Manhattan,425 East 35Th Street,DOE Owned,Outdoor Yard 1,8000,Outdoor Yard,true,Outdoor,true,false
M,2,2,02M282,Urban Assembly Maker Academy,High school,M520,Murry Bergtraum Hs (Ecf) - M,411 Pearl Street,DOE Owned,250,6882,Gymnasium/Auditorium/Cafeteria,true,Inside,true,true
M,2,2,02M282,Urban Assembly Maker Academy,High school,M520,Murry Bergtraum Hs (Ecf) - M,411 Pearl Street,DOE Owned,GYM #1,5106,Gymnasium,true,Inside,true,false
M,2,2,02M282,Urban Assembly Maker Academy,High school,M520,Murry Bergtraum Hs (Ecf) - M,411 Pearl Street,DOE Owned,GYM #2,11840,Gymnasium,true,Inside,true,false
M,2,2,02M288,Food and Finance High School,High school,M535,Park West Hs (Ecf) - Manhattan,525 West 50Th Street,DOE Owned,513,1242,Dance Room,true,Inside,true,false
M,2,2,02M288,Food and Finance High School,High school,M535,Park West Hs (Ecf) - Manhattan,525 West 50Th Street,DOE Owned,569-GYM,4756,Gymnasium,true,Inside,true,false
M,2,2,02M288,Food and Finance High School,High school,M535,Park West Hs (Ecf) - Manhattan,525 West 50Th Street,DOE Owned,580-GYM,9804,Gymnasium,true,Inside,true,false
M,2,2,02M289,I.S. 289,Junior High-Intermediate-Middle,M089,P.S./I.S. 89 - Manhattan,201 Warren Street,DOE Owned,127,688,Dance Room,true,Inside,true,false
M,2,2,02M289,I.S. 289,Junior High-Intermediate-Middle,M089,P.S./I.S. 89 - Manhattan,201 Warren Street,DOE Owned,315,4845,Gymnasium,true,Inside,true,false
M,2,2,02M289,I.S. 289,Junior High-Intermediate-Middle,M089,P.S./I.S. 89 - Manhattan,201 Warren Street,DOE Owned,Outdoor Yard 1,8600,Outdoor Yard,true,Outdoor,true,false
M,2,2,02M290,P.S. 290 Manhattan New School,Elementary,M190,P.S. 290 - Manhattan,311 East 82 Street,DOE Owned,Outdoor Yard 1,2207,Outdoor Yard,false,Outdoor,false,false
M,2,2,02M290,P.S. 290 Manhattan New School,Elementary,M190,P.S. 290 - Manhattan,311 East 82 Street,DOE Owned,Outdoor Yard 2,1907,Outdoor Yard,false,Outdoor,false,false
M,2,2,02M290,P.S. 290 Manhattan New School,Elementary,M190,P.S. 290 - Manhattan,311 East 82 Street,DOE Owned,1 FLOOR,7784,Gymnasium/Cafeteria,false,Inside,false,true
M,2,2,02M294,Essex Street Academy,High school,M445,Seward Park Hs - Manhattan,350 Grand Street,DOE Owned,098B,760,Dance Room,true,Inside,true,false
M,2,2,02M294,Essex Street Academy,High school,M445,Seward Park Hs - Manhattan,350 Grand Street,DOE Owned,600B,3025,Weight Room,true,Inside,true,false
M,2,2,02M294,Essex Street Academy,High school,M445,Seward Park Hs - Manhattan,350 Grand Street,DOE Owned,GYM1,4620,Gymnasium,true,Inside,true,false
M,2,2,02M294,Essex Street Academy,High school,M445,Seward Park Hs - Manhattan,350 Grand Street,DOE Owned,GYM2,4620,Gymnasium,true,Inside,true,false
M,2,2,02M294,Essex Street Academy,High school,M445,Seward Park Hs - Manhattan,350 Grand Street,DOE Owned,POOL,5472,Swimming Pool,true,Inside,true,false
M,2,2,02M296,High School of Hospitality Management,High school,M535,Park West Hs (Ecf) - Manhattan,525 West 50Th Street,DOE Owned,513,1242,Dance Room,true,Inside,true,false
M,2,2,02M296,High School of Hospitality Management,High school,M535,Park West Hs (Ecf) - Manhattan,525 West 50Th Street,DOE Owned,569-GYM,4756,Gymnasium,true,Inside,true,false
M,2,2,02M296,High School of Hospitality Management,High school,M535,Park West Hs (Ecf) - Manhattan,525 West 50Th Street,DOE Owned,580-GYM,9804,Gymnasium,true,Inside,true,false
M,2,2,02M298,Pace High School,High school,M131,I.S. 131 - Manhattan,100 Hester Street,DOE Owned,106,1720,Dance Room,true,Inside,true,false
M,2,2,02M298,Pace High School,High school,M131,I.S. 131 - Manhattan,100 Hester Street,DOE Owned,C40,984,Dance Room,true,Inside,true,false
M,2,2,02M298,Pace High School,High school,M131,I.S. 131 - Manhattan,100 Hester Street,DOE Owned,GYM,5220,Gymnasium,true,Inside,true,false
M,2,2,02M298,Pace High School,High school,M131,I.S. 131 - Manhattan,100 Hester Street,DOE Owned,Outdoor Yard 1,7998,Outdoor Yard,true,Outdoor,true,false
M,2,2,02M300,"Urban Assembly School of Design and Construction, The",High school,M535,Park West Hs (Ecf) - Manhattan,525 West 50Th Street,DOE Owned,513,1242,Dance Room,true,Inside,true,false
M,2,2,02M300,"Urban Assembly School of Design and Construction, The",High school,M535,Park West Hs (Ecf) - Manhattan,525 West 50Th Street,DOE Owned,569-GYM,4756,Gymnasium,true,Inside,true,false
M,2,2,02M300,"Urban Assembly School of Design and Construction, The",High school,M535,Park West Hs (Ecf) - Manhattan,525 West 50Th Street,DOE Owned,580-GYM,9804,Gymnasium,true,Inside,true,false
M,2,2,02M303,"Facing History School, The",High school,M535,Park West Hs (Ecf) - Manhattan,525 West 50Th Street,DOE Owned,513,1242,Dance Room,true,Inside,true,false
M,2,2,02M303,"Facing History School, The",High school,M535,Park West Hs (Ecf) - Manhattan,525 West 50Th Street,DOE Owned,569-GYM,4756,Gymnasium,true,Inside,true,false
M,2,2,02M303,"Facing History School, The",High school,M535,Park West Hs (Ecf) - Manhattan,525 West 50Th Street,DOE Owned,580-GYM,9804,Gymnasium,true,Inside,true,false
M,2,2,02M305,"Urban Assembly Academy of Government and Law, The",High school,M445,Seward Park Hs - Manhattan,350 Grand Street,DOE Owned,098B,760,Dance Room,true,Inside,true,false
M,2,2,02M305,"Urban Assembly Academy of Government and Law, The",High school,M445,Seward Park Hs - Manhattan,350 Grand Street,DOE Owned,600B,3025,Weight Room,true,Inside,true,false
M,2,2,02M305,"Urban Assembly Academy of Government and Law, The",High school,M445,Seward Park Hs - Manhattan,350 Grand Street,DOE Owned,GYM1,4620,Gymnasium,true,Inside,true,false
M,2,2,02M305,"Urban Assembly Academy of Government and Law, The",High school,M445,Seward Park Hs - Manhattan,350 Grand Street,DOE Owned,GYM2,4620,Gymnasium,true,Inside,true,false
M,2,2,02M305,"Urban Assembly Academy of Government and Law, The",High school,M445,Seward Park Hs - Manhattan,350 Grand Street,DOE Owned,POOL,5472,Swimming Pool,true,Inside,true,false
M,2,2,02M308,Lower Manhattan Arts Academy,High school,M445,Seward Park Hs - Manhattan,350 Grand Street,DOE Owned,098B,760,Dance Room,true,Inside,true,false
M,2,2,02M308,Lower Manhattan Arts Academy,High school,M445,Seward Park Hs - Manhattan,350 Grand Street,DOE Owned,600B,3025,Weight Room,true,Inside,true,false
M,2,2,02M308,Lower Manhattan Arts Academy,High school,M445,Seward Park Hs - Manhattan,350 Grand Street,DOE Owned,GYM1,4620,Gymnasium,true,Inside,true,false
M,2,2,02M308,Lower Manhattan Arts Academy,High school,M445,Seward Park Hs - Manhattan,350 Grand Street,DOE Owned,GYM2,4620,Gymnasium,true,Inside,true,false
M,2,2,02M308,Lower Manhattan Arts Academy,High school,M445,Seward Park Hs - Manhattan,350 Grand Street,DOE Owned,POOL,5472,Swimming Pool,true,Inside,true,false
M,2,2,02M312,New York City Lab Middle School for Collaborative Studies,Junior High-Intermediate-Middle,M070,I.S. 70 - Manhattan,333 West 17 Street,DOE Owned,116,286,Weight Room,true,Inside,true,false
M,2,2,02M312,New York City Lab Middle School for Collaborative Studies,Junior High-Intermediate-Middle,M070,I.S. 70 - Manhattan,333 West 17 Street,DOE Owned,GYM.,6500,Gymnasium,true,Inside,true,false
M,2,2,02M312,New York City Lab Middle School for Collaborative Studies,Junior High-Intermediate-Middle,M070,I.S. 70 - Manhattan,333 West 17 Street,DOE Owned,Outdoor Yard 1,7464,Outdoor Yard,true,Outdoor,true,false
M,2,2,02M312,New York City Lab Middle School for Collaborative Studies,Junior High-Intermediate-Middle,M070,I.S. 70 - Manhattan,333 West 17 Street,DOE Owned,Outdoor Yard 2,5000,Outdoor Yard,true,Outdoor,true,false
M,2,2,02M313,"James Baldwin School, The: A School for Expeditionary Learning",High school,M440,Bayard Rustin Educational Comp-M,351 West 18 Street,DOE Owned,606,1420,Auxiliary Exercise Room,true,Inside,true,false
M,2,2,02M313,"James Baldwin School, The: A School for Expeditionary Learning",High school,M440,Bayard Rustin Educational Comp-M,351 West 18 Street,DOE Owned,608,594,Weight Room,true,Inside,true,false
M,2,2,02M313,"James Baldwin School, The: A School for Expeditionary Learning",High school,M440,Bayard Rustin Educational Comp-M,351 West 18 Street,DOE Owned,618,777,Dance Room,true,Inside,true,false
M,2,2,02M313,"James Baldwin School, The: A School for Expeditionary Learning",High school,M440,Bayard Rustin Educational Comp-M,351 West 18 Street,DOE Owned,622,861,Auxiliary Exercise Room,true,Inside,true,false
M,2,2,02M313,"James Baldwin School, The: A School for Expeditionary Learning",High school,M440,Bayard Rustin Educational Comp-M,351 West 18 Street,DOE Owned,GYME,7260,Gymnasium,true,Inside,true,false
M,2,2,02M313,"James Baldwin School, The: A School for Expeditionary Learning",High school,M440,Bayard Rustin Educational Comp-M,351 West 18 Street,DOE Owned,GYMW,5940,Gymnasium,true,Inside,true,false
M,2,2,02M316,"Urban Assembly School of Business for Young Women, the",High school,M282,Broadway Education Campus - M,26 Broadway,Tax Levy Lease,150,3168,Gymnasium,true,Inside,true,false
M,2,2,02M316,"Urban Assembly School of Business for Young Women, the",High school,M282,Broadway Education Campus - M,26 Broadway,Tax Levy Lease,150A,1350,Weight Room,true,Inside,true,false
M,2,2,02M316,"Urban Assembly School of Business for Young Women, the",High school,M282,Broadway Education Campus - M,26 Broadway,Tax Levy Lease,631,1014,Dance Room,true,Inside,true,false
M,2,2,02M316,"Urban Assembly School of Business for Young Women, the",High school,M282,Broadway Education Campus - M,26 Broadway,Tax Levy Lease,727,940,Dance Room,true,Inside,true,false
M,2,2,02M340,Sixth Avenue Elementary School,Elementary,M340,The Sixth Avenue Educational Campus - Manhattan,590 Sixth Avenue,DOE Owned,102,1344,Dance Room,true,Inside,true,false
M,2,2,02M340,Sixth Avenue Elementary School,Elementary,M340,The Sixth Avenue Educational Campus - Manhattan,590 Sixth Avenue,DOE Owned,611,1560,Gymnasium,true,Inside,true,false
M,2,2,02M343,The Peck Slip School,Elementary,M343,The Peck Slip School - Manhattan,1 Peck Slip,DOE Owned,126,1332,Auxiliary Exercise Room,true,Inside,true,false
M,2,2,02M343,The Peck Slip School,Elementary,M343,The Peck Slip School - Manhattan,1 Peck Slip,DOE Owned,517,2760,Gymnasium/Auditorium,true,Inside,true,true
M,2,2,02M347,The 47 American Sign Language & English Lower School,K-8,M047,J.H.S. 47 (Sch For The Deaf) - M,223 East 23 Street,DOE Owned,508,740,Weight Room,true,Inside,true,false
M,2,2,02M347,The 47 American Sign Language & English Lower School,K-8,M047,J.H.S. 47 (Sch For The Deaf) - M,223 East 23 Street,DOE Owned,GYM,5184,Gymnasium,true,Inside,true,false
M,2,2,02M347,The 47 American Sign Language & English Lower School,K-8,M047,J.H.S. 47 (Sch For The Deaf) - M,223 East 23 Street,DOE Owned,Outdoor Yard 1,10087,Outdoor Yard,true,Outdoor,true,false
M,2,2,02M374,Gramercy Arts High School,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,1046,3800,Gymnasium,true,Inside,true,false
M,2,2,02M374,Gramercy Arts High School,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,1148,989,Dance Room,true,Inside,true,false
M,2,2,02M374,Gramercy Arts High School,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,804,1320,Gymnasium,true,Inside,true,false
M,2,2,02M374,Gramercy Arts High School,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,804A,1173,Weight Room,true,Inside,true,false
M,2,2,02M374,Gramercy Arts High School,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,826,3060,Gymnasium,true,Inside,true,false
M,2,2,02M374,Gramercy Arts High School,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,838,575,Weight Room,true,Inside,true,false
M,2,2,02M374,Gramercy Arts High School,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,B. GYM,598,Gymnasium,true,Inside,true,false
M,2,2,02M374,Gramercy Arts High School,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,B53,888,Dance Room,true,Inside,true,false
M,2,2,02M374,Gramercy Arts High School,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,B54,3975,Weight Room,true,Inside,true,false
M,2,2,02M376,NYC iSchool,High school,M615,Chelsea Voc Hs - Manhattan,131 Avenue Of The Americas,DOE Owned,102,1081,Weight Room,true,Inside,true,false
M,4,4,04M007,P.S. 007 Samuel Stern,K-8,M007,P.S. 7 - Manhattan,160 East 120 Street,DOE Owned,GYM,3723,Gymnasium,true,Inside,true,false
